ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2355	13:48:08.885	125560562																	14	Saccade	208						283	943	538	1025	474	984	506			251.96	177.17	273.95	198.08	262.96	187.63	210.04	49.11	558.32	275.42	44.91	558.47					559.36	559.36	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2363	13:48:08.893	125568902																	14	Saccade	208						284	943	540	1018	505	980	522			252.13	176.65	271.91	188.01	262.02	182.33	209.96	48.96	558.48	275.36	44.83	558.58					559.51	559.51	4.81	4.72	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2372	13:48:08.901	125577228																	14	Saccade	208						285	945	542	1020	530	982	536			252.62	175.77	272.62	179.84	262.62	177.81	209.96	48.62	558.55	275.33	44.55	558.58					559.54	559.54	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2380	13:48:08.910	125585568																	14	Saccade	208						286	943	548	1023	550	983	549			251.98	173.93	273.46	173.23	262.72	173.58	209.92	48.21	558.71	275.29	44.15	558.68					559.66	559.66	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2388	13:48:08.918	125593897																	14	Saccade	208						287	945	574	1045	587	995	580			252.54	165.50	279.14	161.13	265.84	163.31	209.99	47.67	558.93	275.31	43.67	558.80					559.81	559.81	4.90	4.79	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2397	13:48:08.926	125602224																	14	Saccade	208						288	950	628	1071	646	1010	637			253.90	147.66	286.12	141.73	270.01	144.70	209.98	47.08	559.82	275.27	43.06	559.23					560.64	560.64	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2405	13:48:08.935	125610563																	14	Saccade	208						289	953	708	1074	739	1013	723			254.57	121.50	287.11	111.58	270.84	116.54	209.98	46.38	560.45	275.28	42.36	559.83					561.19	561.19	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2413	13:48:08.943	125618899																	14	Saccade	208						290	957	812	1076	836	1016	824			255.86	87.74	287.41	79.76	271.63	83.75	210.14	45.59	560.82	275.42	41.65	560.46					561.46	561.46	4.88	4.78	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2422	13:48:08.951	125627221																	14	Saccade	208						291	950	903	1073	960	1011	931			253.86	57.83	286.75	39.15	270.31	48.49	210.27	44.63	561.28	275.50	40.72	561.17					561.81	561.81	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2430	13:48:08.960	125635564																	14	Saccade	208						292	956	1010	1096	1067	1026	1038			255.42	22.81	292.83	4.37	274.13	13.59	210.30	43.57	561.57	275.54	39.74	561.78					562.00	562.00	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2438	13:48:08.968	125643904																	14	Saccade	208						293	957	1130	1092	1171	1024	1150			255.65	-16.43	291.89	-29.71	273.77	-23.07	210.52	42.52	561.81	275.71	38.72	562.10					562.11	562.11	4.86	5.23	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2447	13:48:08.976	125652221																	14	Saccade	208						294	953	1244	1093	1171	1023	1207			254.68	-53.52	292.00	-29.75	273.34	-41.63	210.78	41.32	561.90	275.93	37.51	562.20					562.07	562.07	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2455	13:48:08.985	125660560																	14	Saccade	208						295	968	1335	1115	1341	1041	1338			258.60	-83.37	298.00	-85.25	278.30	-84.31	210.89	40.10	562.04	275.98	36.32	562.36					562.09	562.09	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2463	13:48:08.993	125668899																	14	Saccade	208						296	984	1433	1124	1449	1054	1441			262.89	-115.32	300.24	-120.48	281.56	-117.90	211.11	38.90	562.22	276.17	35.18	562.50					562.14	562.14	4.85	4.71	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2472	13:48:09.001	125677218																	14	Saccade	208						297	986	1592	1096	1482	1041	1537			263.51	-167.35	292.76	-131.33	278.13	-149.34	211.36	37.49	562.30	276.38	33.83	562.53					562.07	562.07	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2480	13:48:09.010	125685556																	14	Saccade	208						298	1002	1620	1117	1639	1059	1629			267.68	-176.41	298.37	-182.75	283.03	-179.58	211.46	36.29	562.42	276.45	32.60	562.65					562.09	562.09	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2488	13:48:09.018	125693900																	14	Saccade	208						299	1010	1701	1118	1741	1064	1721			269.89	-202.95	298.81	-216.22	284.35	-209.58	211.69	35.02	562.59	276.64	31.39	562.78					562.13	562.13	4.79	4.67	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2497	13:48:09.026	125702212																	14	Saccade	208						300	1021	1827	1115	1836	1068	1831			272.74	-244.32	298.00	-247.09	285.37	-245.70	211.92	33.74	562.64	276.83	30.11	562.79					562.06	562.06	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2505	13:48:09.035	125710547																	14	Saccade	208						301	1000	1977	1139	1936	1069	1956			267.12	-293.11	304.50	-279.68	285.81	-286.39	211.95	32.60	562.75	276.79	28.99	562.90					562.08	562.08	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2513	13:48:09.043	125718893																	14	Saccade	208						302			1119	1969	1119	1969					298.93	-290.47						276.99	27.80	563.02						562.16		5.21	4	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2522	13:48:09.051	125727212																	14	Saccade	208						303	1018	2003	1133	2122	1075	2062			272.16	-301.59	302.87	-340.67	287.51	-321.13	212.39	30.23	562.94	277.19	26.89	563.00					562.05	562.05	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2530	13:48:09.060	125735549																	14	Saccade	208						304	1023	2209	1132	2122	1077	2165			273.36	-369.24	302.57	-340.80	287.97	-355.02	212.40	29.21	563.03	277.19	25.88	563.09					562.07	562.07	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2538	13:48:09.068	125743910																	14	Saccade	208						305			1140	2209	1140	2209					304.56	-369.02						277.34	24.84	563.19						562.14		4.67	4	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2547	13:48:09.076	125752208																	14	Saccade	208						306	1025	2206	1140	2207	1082	2206			273.95	-368.25	304.57	-368.57	289.26	-368.41	212.80	27.34	563.17	277.63	24.10	563.06					562.04	562.04	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2555	13:48:09.085	125760551																	14	Saccade	208						307	1023	2209	1120	2251	1071	2230			273.44	-369.10	299.24	-382.90	286.34	-376.00	212.68	26.66	563.33	277.58	23.26	562.90					562.17	562.17	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2563	13:48:09.093	125768879																		Unclassified	8						308	1024	2209			1024	2209			273.54	-368.93					212.84	25.94	563.50		24.82						562.27		4.90		0	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2572	13:48:09.101	125777192																	15	Saccade	25						309	1024	2207	1119	2250	1071	2228			273.77	-368.55	299.02	-382.50	286.40	-375.52	213.22	25.05	558.84	278.08	22.04	562.59					557.55	557.55	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2580	13:48:09.110	125785540																	15	Saccade	25						310	1021	2364	1102	2224	1061	2294			272.78	-419.75	294.53	-374.14	283.66	-396.95	213.37	24.36	553.99	277.95	21.57	562.53					552.67	552.67	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2588	13:48:09.118	125793897																	15	Saccade	25						311	1029	2366			1029	2366			274.90	-420.42					213.79	23.41	549.36		21.76						547.98		4.67		0	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2597	13:48:09.126	125802202																		Unclassified	33						312																			19.60										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2605	13:48:09.135	125810547																		Unclassified	33						313																			19.17										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2613	13:48:09.143	125818882																		Unclassified	33						314																			19.60										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2622	13:48:09.151	125827202																		Unclassified	33						315																			18.30										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2630	13:48:09.160	125835537																		Unclassified	8						316	1031	2367			1031	2367			275.60	-420.64					214.57	15.03	546.51		17.30						544.61		-1.00		0	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2638	13:48:09.168	125843895																		Unclassified	50						317																			18.15										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2647	13:48:09.176	125852203																		Unclassified	50						318																			16.86										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2655	13:48:09.185	125860541																		Unclassified	50						319																			16.14										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2663	13:48:09.193	125868877																		Unclassified	50						320																			16.57										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2672	13:48:09.201	125877197																		Unclassified	50						321																			16.00										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2680	13:48:09.210	125885537																		Unclassified	50						322																			15.57										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2688	13:48:09.218	125893886																		Unclassified	8						323			1048	2230	1048	2230					280.15	-375.90						277.97	17.33	554.17						544.66		4.60	4	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2697	13:48:09.226	125902194																		Unclassified	42						324			1048	2230	1048	2230					280.15	-375.90						277.86	16.99	552.77						544.64		-1.00	4	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2705	13:48:09.235	125910534																		Unclassified	42						325																			14.26										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2713	13:48:09.243	125918873																		Unclassified	42						326			1048	2230	1048	2230					280.15	-375.90						277.68	16.47	550.69						544.64		4.43	4	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2722	13:48:09.251	125927190																		Unclassified	42						327			1048	2230	1048	2230					280.15	-375.90						275.93	9.75	550.41						544.63		-1.00	4	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2730	13:48:09.260	125935535																		Unclassified	42						328																			13.29										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2738	13:48:09.268	125943886																		Unclassified	8						329			1048	2230	1048	2230					280.15	-375.90						275.19	9.97	549.63						544.64		4.80	4	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2747	13:48:09.276	125952192																		Unclassified	308						330																			12.97										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2755	13:48:09.285	125960530																		Unclassified	308						331																			12.55										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2763	13:48:09.293	125968867																		Unclassified	308						332																			11.29										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2772	13:48:09.301	125977186																		Unclassified	308						333																			12.55										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2780	13:48:09.310	125985527																		Unclassified	308						334																			12.27										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2788	13:48:09.318	125993849																		Unclassified	308						335																			11.43										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2797	13:48:09.326	126002183																		Unclassified	308						336																			12.27										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2805	13:48:09.335	126010527																		Unclassified	308						337																			12.41										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2813	13:48:09.343	126018863																		Unclassified	308						338																			11.15										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2822	13:48:09.351	126027183																		Unclassified	308						339																			12.55										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2830	13:48:09.360	126035525																		Unclassified	308						340																			12.41										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2838	13:48:09.368	126043875																		Unclassified	308						341																			11.57										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2847	13:48:09.376	126052179																		Unclassified	308						342																			12.97										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2855	13:48:09.385	126060514																		Unclassified	308						343																			13.25										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2863	13:48:09.393	126068856																		Unclassified	308						344																			11.99										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2872	13:48:09.401	126077177																		Unclassified	308						345																			13.68										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2880	13:48:09.410	126085523																		Unclassified	308						346																			14.39										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2888	13:48:09.418	126093857																		Unclassified	308						347																			14.39										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2897	13:48:09.426	126102179																		Unclassified	308						348																			15.51										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2905	13:48:09.435	126110522																		Unclassified	308						349																			15.51										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2913	13:48:09.443	126118853																		Unclassified	308						350																			15.23										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2922	13:48:09.451	126127175																		Unclassified	308						351																			16.22										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2930	13:48:09.460	126135523																		Unclassified	308						352																			17.20										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2938	13:48:09.468	126143851																		Unclassified	308						353																			17.06										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2947	13:48:09.476	126152171																		Unclassified	308						354																			18.90										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2955	13:48:09.485	126160519																		Unclassified	308						355																			20.16										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2963	13:48:09.493	126168850																		Unclassified	308						356																			20.86										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2972	13:48:09.501	126177175																		Unclassified	308						357																			24.23										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2980	13:48:09.510	126185512																		Unclassified	308						358																			24.93										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2988	13:48:09.518	126193846																		Unclassified	308						359																			26.33										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														2997	13:48:09.526	126202168																		Unclassified	308						360																			28.71										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3005	13:48:09.535	126210510																		Unclassified	308						361																			29.55										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3013	13:48:09.543	126218842																		Unclassified	308						362																			31.09										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3022	13:48:09.551	126227167																		Unclassified	308						363																			32.64										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3030	13:48:09.560	126235510																		Unclassified	308						364																			33.20										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3038	13:48:09.568	126243841																		Unclassified	308						365																			33.34										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3047	13:48:09.576	126252169																		Unclassified	308						366																			35.16										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3055	13:48:09.585	126260503																		Unclassified	8						367	894	529	983	564	938	546			238.86	180.12	262.56	168.84	250.71	174.48	213.52	40.42	543.66	275.95	37.05	541.85					543.67	543.67	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3063	13:48:09.593	126268836																9		Fixation	108			1.21	225.91	205.75	368	947	522	991	547	969	534			253.02	182.51	264.83	174.31	258.92	178.41	213.42	40.82	543.67	275.87	37.45	541.87					543.72	543.72	5.46	5.20	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3072	13:48:09.601	126277155																9		Fixation	108			1.21	225.91	205.75	369	912	533	999	553	955	543			243.60	178.82	266.86	172.27	255.23	175.54	213.36	41.16	543.57	275.69	37.77	541.77					543.65	543.65	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3080	13:48:09.610	126285498																9		Fixation	108			1.21	225.91	205.75	370	917	530	1001	563	959	546			245.12	179.77	267.57	168.97	256.34	174.37	213.06	42.13	550.02	275.96	38.31	544.49					550.17	550.17	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3088	13:48:09.618	126293833																9		Fixation	108			1.21	225.91	205.75	371	916	516	1006	563	961	539			244.84	184.34	268.85	169.13	256.84	176.74	212.91	42.54	551.24	275.92	38.72	545.14					551.44	551.44	5.52	5.29	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3097	13:48:09.626	126302165																9		Fixation	108			1.21	225.91	205.75	372	911	513	1006	554	958	533			243.38	185.44	268.77	171.97	256.07	178.71	212.77	43.03	552.66	275.83	39.07	546.11					552.90	552.90	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3105	13:48:09.635	126310501																9		Fixation	108			1.21	225.91	205.75	373	919	506	1013	552	966	529			245.64	187.71	270.57	172.53	258.11	180.12	212.71	43.50	554.27	275.98	39.46	547.42					554.55	554.55	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3113	13:48:09.643	126318829																9		Fixation	108			1.21	225.91	205.75	374	898	519	1012	557	955	538			240.02	183.31	270.44	170.95	255.23	177.13	212.54	43.98	555.87	275.98	39.93	549.03					556.20	556.20	4.95	5.24	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3122	13:48:09.651	126327143																9		Fixation	108			1.21	225.91	205.75	375	900	521	1009	556	954	538			240.57	182.90	269.53	171.28	255.05	177.09	212.42	44.39	557.25	275.95	40.32	550.56					557.61	557.61	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3130	13:48:09.660	126335499																9		Fixation	108			1.21	225.91	205.75	376	907	530	1018	544	962	537			242.39	179.68	271.91	175.10	257.15	177.39	212.32	44.78	558.57	276.08	40.69	552.16					558.97	558.97	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3138	13:48:09.668	126343829																9		Fixation	108			1.21	225.91	205.75	377	923	528	1004	555	963	541			246.70	180.37	268.30	171.75	257.50	176.06	212.18	45.12	559.80	276.11	41.09	553.66					560.24	560.24	5.71	4.79	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3147	13:48:09.676	126352154																9		Fixation	108			1.21	225.91	205.75	378	920	523	974	554	947	538			245.93	181.99	260.37	171.80	253.15	176.90	212.06	45.44	561.10	276.07	41.38	554.97					561.57	561.57	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3155	13:48:09.685	126360491																9		Fixation	108			1.21	225.91	205.75	379	919	522	1009	550	964	536			245.45	182.50	269.52	173.22	257.49	177.86	211.92	45.75	562.62	276.25	41.76	557.92					563.12	563.12	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3163	13:48:09.693	126368824																9		Fixation	108			1.21	225.91	205.75	380	911	510	975	542	943	526			243.56	186.21	260.57	175.88	252.07	181.04	211.79	46.06	564.23	276.38	42.18	560.49					564.75	564.75	5.60	4.84	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3172	13:48:09.701	126377155																	16	Saccade	8						381	913	512	991	537	952	524			244.01	185.73	264.72	177.45	254.37	181.59	211.71	46.26	565.44	276.43	42.44	562.48					565.98	565.98	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3180	13:48:09.710	126385491																		Unclassified	25						382	915	498	996	524	955	511			244.43	190.22	266.14	181.82	255.29	186.02	211.59	46.46	566.49	276.51	42.68	564.17					567.05	567.05	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter														3188	13:48:09.718	126393823																		Unclassified	25						383	906	507	1001	519	953	513			242.22	187.20	267.58	183.46	254.90	185.33	211.51	46.70	567.37	276.57	42.95	565.53					567.96	567.96	5.09	4.86	0	0				
