ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	PresentationSequence	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10146	13:48:16.675	133351471																32		Fixation	517	719	568	2.71	259.70	359.32	1218	710	627	799	659	754	643	724	566	189.84	148.21	213.42	137.56	201.63	142.88	212.79	54.84	548.44	278.28	51.40	550.64					550.00	550.00	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10154	13:48:16.684	133359807																32		Fixation	517	719	568	2.71	259.70	359.32	1219	706	626	793	660	749	643	719	566	188.76	148.36	212.04	137.21	200.40	142.79	212.67	54.82	548.41	278.16	51.39	550.61					549.98	549.98	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10162	13:48:16.692	133368137																32		Fixation	517	719	568	2.71	259.70	359.32	1220	701	614	792	648	746	631	716	554	187.31	152.32	211.77	141.09	199.54	146.70	212.62	54.80	548.43	278.13	51.39	550.59					549.99	549.99	5.74	5.67	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10171	13:48:16.700	133376466																32		Fixation	517	719	568	2.71	259.70	359.32	1221	718	639	792	667	755	653	725	576	191.77	144.29	211.65	135.12	201.71	139.70	212.60	54.73	548.35	278.07	51.36	550.46					549.91	549.91	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10179	13:48:16.709	133384802																32		Fixation	517	719	568	2.71	259.70	359.32	1222	721	638	780	647	750	642	720	565	192.80	144.47	208.47	141.65	200.63	143.06	212.47	54.71	548.37	277.94	51.32	550.45					549.94	549.94	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10187	13:48:16.717	133393123																32		Fixation	517	719	568	2.71	259.70	359.32	1223	711	655	777	652	744	653	714	576	190.07	138.89	207.67	139.77	198.87	139.33	212.41	54.73	548.46	277.94	51.38	550.46					550.03	550.03	5.11	5.55	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10196	13:48:16.725	133401461																32		Fixation	517	719	568	2.71	259.70	359.32	1224	713	653	777	653	745	653	715	576	190.55	139.65	207.73	139.64	199.14	139.65	212.40	54.69	548.44	277.89	51.39	550.36					550.01	550.01	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10204	13:48:16.734	133409769																32		Fixation	517	719	568	2.71	259.70	359.32	1225	712	652	795	666	753	659	723	582	190.20	139.86	212.56	135.29	201.38	137.58	212.26	54.74	548.50	277.77	51.44	550.36					550.09	550.09	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10212	13:48:16.742	133418126																32		Fixation	517	719	568	2.71	259.70	359.32	1226	710	650	790	660	750	655	720	578	189.71	140.42	211.14	137.37	200.42	138.89	212.22	54.79	548.61	277.76	51.51	550.38					550.20	550.20	5.11	5.55	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10221	13:48:16.750	133426468																32		Fixation	517	719	568	2.71	259.70	359.32	1227	721	655	798	659	759	657	729	580	192.57	138.98	213.20	137.77	202.89	138.38	212.20	54.79	548.60	277.72	51.54	550.30					550.20	550.20	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10229	13:48:16.759	133434800																32		Fixation	517	719	568	2.71	259.70	359.32	1228	721	655	785	659	753	657	723	580	192.80	138.85	209.71	137.52	201.25	138.18	212.08	54.81	548.67	277.59	51.54	550.31					550.28	550.28	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10237	13:48:16.767	133443137																32		Fixation	517	719	568	2.71	259.70	359.32	1229	722	656	785	664	753	660	723	583	192.83	138.72	209.71	135.93	201.27	137.32	212.05	54.83	548.78	277.61	51.57	550.32					550.39	550.39	5.12	5.02	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10246	13:48:16.775	133451461																32		Fixation	517	719	568	2.71	259.70	359.32	1230	701	622	782	663	741	642	711	565	187.45	149.82	208.85	136.28	198.15	143.05	212.03	54.75	548.78	277.58	51.52	550.20					550.39	550.39	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10254	13:48:16.784	133459798																32		Fixation	517	719	568	2.71	259.70	359.32	1231	710	622	777	660	743	641	713	564	189.77	149.57	207.76	137.28	198.76	143.42	211.91	54.75	548.84	277.47	51.48	550.19					550.45	550.45	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10262	13:48:16.792	133468124																32		Fixation	517	719	568	2.71	259.70	359.32	1232	711	622	783	646	747	634	717	557	189.90	149.58	209.16	141.97	199.53	145.77	211.87	54.74	548.92	277.47	51.47	550.17					550.54	550.54	5.15	5.60	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10271	13:48:16.800	133476463																32		Fixation	517	719	568	2.71	259.70	359.32	1233	714	636	782	651	748	643	718	566	190.81	144.99	208.98	140.24	199.90	142.61	211.85	54.68	548.88	277.42	51.42	550.02					550.49	550.49	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10279	13:48:16.809	133484790																32		Fixation	517	719	568	2.71	259.70	359.32	1234	713	634	788	651	750	642	720	565	190.41	145.90	210.50	140.41	200.46	143.15	211.72	54.70	548.88	277.30	51.42	549.96					550.50	550.50	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10287	13:48:16.817	133493128																32		Fixation	517	719	568	2.71	259.70	359.32	1235	713	632	788	649	750	640	720	563	190.49	146.31	210.45	141.05	200.47	143.68	211.67	54.76	548.90	277.27	51.48	549.90					550.53	550.53	5.17	5.62	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10296	13:48:16.825	133501461																32		Fixation	517	719	568	2.71	259.70	359.32	1236	713	632	786	653	749	642	719	565	190.47	146.29	209.93	139.58	200.20	142.94	211.66	54.77	548.80	277.21	51.52	549.72					550.44	550.44	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10304	13:48:16.834	133509790																32		Fixation	517	719	568	2.71	259.70	359.32	1237	710	629	780	653	745	641	715	564	189.82	147.35	208.35	139.68	199.09	143.51	211.53	54.83	548.77	277.10	51.58	549.64					550.42	550.42	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10312	13:48:16.842	133518119																32		Fixation	517	719	568	2.71	259.70	359.32	1238	710	629	778	648	744	638	714	561	189.82	147.34	207.88	141.34	198.85	144.34	211.49	54.92	548.77	277.06	51.67	549.60					550.44	550.44	5.18	5.64	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10321	13:48:16.850	133526453																32		Fixation	517	719	568	2.71	259.70	359.32	1239	708	628	779	656	743	642	713	565	189.18	147.64	208.13	138.69	198.65	143.17	211.46	54.90	548.66	277.00	51.69	549.45					550.33	550.33	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10329	13:48:16.859	133534787																32		Fixation	517	719	568	2.71	259.70	359.32	1240	706	634	775	663	740	648	710	571	188.56	145.71	207.14	136.18	197.85	140.95	211.31	54.90	548.63	276.86	51.69	549.43					550.31	550.31	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10337	13:48:16.867	133543124																32		Fixation	517	719	568	2.71	259.70	359.32	1241	704	634	768	669	736	651	706	574	188.21	145.80	205.31	134.50	196.76	140.15	211.25	54.88	548.64	276.81	51.68	549.46					550.33	550.33	5.20	5.09	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10346	13:48:16.875	133551452																32		Fixation	517	719	568	2.71	259.70	359.32	1242	704	634	764	666	734	650	704	573	188.21	145.91	204.20	135.29	196.21	140.60	211.20	54.78	548.55	276.73	51.67	549.38					550.23	550.23	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10354	13:48:16.884	133559785																32		Fixation	517	719	568	2.71	259.70	359.32	1243	706	640	772	665	739	652	709	575	188.56	143.90	206.29	135.81	197.43	139.85	211.03	54.73	548.53	276.58	51.63	549.44					550.21	550.21	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10362	13:48:16.892	133568116																32		Fixation	517	719	568	2.71	259.70	359.32	1244	706	638	787	647	746	642	716	565	188.55	144.46	210.39	141.45	199.47	142.96	210.94	54.70	548.56	276.51	51.65	549.52					550.25	550.25	5.22	5.71	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10371	13:48:16.900	133576454																32		Fixation	517	719	568	2.71	259.70	359.32	1245	706	636	782	653	744	644	714	567	188.74	145.14	209.10	139.56	198.92	142.35	210.87	54.64	548.47	276.42	51.65	549.50					550.16	550.16	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10379	13:48:16.909	133584784																32		Fixation	517	719	568	2.71	259.70	359.32	1246	704	634	780	647	742	640	712	563	188.08	145.86	208.38	141.60	198.23	143.73	210.69	54.66	548.46	276.25	51.69	549.59					550.17	550.17	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10387	13:48:16.917	133593120																32		Fixation	517	719	568	2.71	259.70	359.32	1247	708	636	776	649	742	642	712	565	189.11	145.02	207.28	141.03	198.20	143.02	210.59	54.72	548.50	276.18	51.78	549.69					550.22	550.22	5.23	5.78	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10396	13:48:16.925	133601445																32		Fixation	517	719	568	2.71	259.70	359.32	1248	710	637	781	650	745	643	715	566	189.68	144.79	208.79	140.67	199.24	142.73	210.53	54.71	548.43	276.08	51.85	549.68					550.15	550.15	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10404	13:48:16.934	133609765																32		Fixation	517	719	568	2.71	259.70	359.32	1249	711	636	784	649	747	642	717	565	190.07	145.18	209.56	140.89	199.81	143.04	210.35	54.78	548.42	275.92	51.93	549.75					550.17	550.17	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10412	13:48:16.942	133618109																32		Fixation	517	719	568	2.71	259.70	359.32	1250	707	636	786	649	746	642	716	565	189.04	145.22	210.01	141.05	199.53	143.14	210.27	54.84	548.46	275.86	52.01	549.83					550.22	550.22	5.24	5.76	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10421	13:48:16.950	133626441																32		Fixation	517	719	568	2.71	259.70	359.32	1251	709	633	781	642	745	637	715	560	189.36	145.98	208.71	143.28	199.03	144.63	210.22	54.79	548.39	275.79	52.01	549.78					550.15	550.15	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10429	13:48:16.959	133634778																32		Fixation	517	719	568	2.71	259.70	359.32	1252	708	636	786	643	747	639	717	562	189.21	145.00	210.00	142.82	199.61	143.91	210.09	54.78	548.37	275.66	52.00	549.82					550.15	550.15	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10437	13:48:16.967	133643118																32		Fixation	517	719	568	2.71	259.70	359.32	1253	708	617	787	644	747	630	717	553	189.26	151.28	210.41	142.42	199.83	146.85	210.06	54.77	548.41	275.64	52.01	549.87					550.18	550.18	5.80	5.73	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10446	13:48:16.975	133651441																32		Fixation	517	719	568	2.71	259.70	359.32	1254	703	627	789	644	746	635	716	558	187.92	148.13	210.91	142.62	199.41	145.38	210.03	54.68	548.33	275.59	51.95	549.79					550.09	550.09	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10454	13:48:16.984	133659780																32		Fixation	517	719	568	2.71	259.70	359.32	1255	708	628	787	644	747	636	717	559	189.10	147.84	210.33	142.43	199.71	145.14	209.92	54.66	548.31	275.49	51.94	549.80					550.08	550.08	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10462	13:48:16.992	133668107																32		Fixation	517	719	568	2.71	259.70	359.32	1256	708	628	787	641	747	634	717	557	189.10	147.83	210.25	143.50	199.68	145.66	209.90	54.68	548.33	275.49	51.95	549.83					550.10	550.10	5.87	5.79	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10471	13:48:17.000	133676436																32		Fixation	517	719	568	2.71	259.70	359.32	1257	721	633	790	638	755	635	725	558	192.54	146.15	211.08	144.47	201.81	145.31	209.93	54.63	548.23	275.47	51.94	549.75					550.00	550.00	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10479	13:48:17.009	133684773																32		Fixation	517	719	568	2.71	259.70	359.32	1258	719	645	778	634	748	639	718	562	192.16	142.12	207.79	145.66	199.98	143.89	209.83	54.68	548.20	275.38	51.96	549.76					549.98	549.98	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10487	13:48:17.017	133693108																32		Fixation	517	719	568	2.71	259.70	359.32	1259	717	647	788	624	752	635	722	558	191.62	141.64	210.68	148.93	201.15	145.28	209.82	54.72	548.20	275.38	52.00	549.80					549.99	549.99	5.28	5.82	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10496	13:48:17.025	133701434																32		Fixation	517	719	568	2.71	259.70	359.32	1260	704	638	783	637	743	637	713	560	188.10	144.64	209.23	144.84	198.67	144.74	209.85	54.69	548.09	275.37	52.02	549.72					549.87	549.87	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10504	13:48:17.034	133709770																32		Fixation	517	719	568	2.71	259.70	359.32	1261	700	634	780	638	740	636	710	559	187.15	145.72	208.47	144.40	197.81	145.06	209.75	54.71	548.04	275.29	52.02	549.76					549.83	549.83	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10512	13:48:17.042	133718101																32		Fixation	517	719	568	2.71	259.70	359.32	1262	701	633	778	640	739	636	709	559	187.25	146.00	207.90	143.99	197.57	144.99	209.73	54.73	548.02	275.30	52.04	549.81					549.82	549.82	5.29	5.87	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10521	13:48:17.050	133726438																32		Fixation	517	719	568	2.71	259.70	359.32	1263	706	635	780	625	743	630	713	553	188.72	145.47	208.52	148.87	198.62	147.17	209.75	54.67	547.88	275.28	52.01	549.76					549.68	549.68	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10529	13:48:17.059	133734763																32		Fixation	517	719	568	2.71	259.70	359.32	1264	710	640	786	632	748	636	718	559	189.72	143.88	210.08	146.42	199.90	145.15	209.65	54.66	547.82	275.18	52.00	549.81					549.62	549.62	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10537	13:48:17.067	133743082																32		Fixation	517	719	568	2.71	259.70	359.32	1265	710	640	788	640	749	640	719	563	189.62	143.92	210.68	143.77	200.15	143.84	209.62	54.67	547.81	275.18	52.02	549.87					549.61	549.61	5.30	5.61	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10546	13:48:17.075	133751422																32		Fixation	517	719	568	2.71	259.70	359.32	1266	698	624	789	646	743	635	713	558	186.54	149.01	210.96	141.85	198.75	145.43	209.61	54.64	547.69	275.16	52.02	549.81					549.49	549.49	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10554	13:48:17.084	133759755																	77	Saccade	8						1267	705	648	794	637	749	642	719	565	188.29	141.19	212.14	144.77	200.22	142.98	209.49	54.67	547.63	275.06	52.06	549.84					549.45	549.45	-1.00	-1.00	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10562	13:48:17.092	133768090																		Unclassified	8						1268	706	651	781	668	743	659	713	582	188.78	140.27	208.62	134.71	198.70	137.49	209.49	54.74	547.63	275.10	52.15	549.87					549.46	549.46	5.31	5.25	0	0				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10571	13:48:17.100	133776423																		Unclassified	158						1269																			50.68										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10579	13:48:17.108	133784740																		Unclassified	158						1270																			49.98										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10587	13:48:17.117	133793100																		Unclassified	158						1271																			49.70										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10596	13:48:17.125	133801437																		Unclassified	158						1272																			49.42										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10604	13:48:17.134	133809763																		Unclassified	158						1273																			48.72										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10612	13:48:17.142	133818092																		Unclassified	158						1274																			48.72										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10621	13:48:17.150	133826435																		Unclassified	158						1275																			47.59										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10629	13:48:17.159	133834760																		Unclassified	158						1276																			47.45										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10638	13:48:17.167	133843235																		Unclassified	158						1277																			48.01										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10646	13:48:17.175	133851427																		Unclassified	158						1278																			48.01										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10654	13:48:17.184	133859760																		Unclassified	158						1279																			48.15										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10662	13:48:17.192	133868090																		Unclassified	158						1280																			47.73										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10671	13:48:17.200	133876429																		Unclassified	158						1281																			48.29										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10679	13:48:17.209	133884757																		Unclassified	158						1282																			48.58										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10687	13:48:17.217	133893094																		Unclassified	158						1283																			48.44										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10696	13:48:17.225	133901426																		Unclassified	158						1284																			48.72										4	4				
10/25/2016	3.4.5	Core Elements	New test	P01	Rec 01	10/25/2016	24271	1920 x 1080		I-VT filter	http://www.drewmstiles.com/ (CRC)	30	77	1864	937									10704	13:48:17.234	133909748																		Unclassified	158						1285																			48.86										4	4				
